City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
218,Hutchinson,US,2021-10-01 18:35:07,38.0608,-97.9298,73.35,64,20,1.01,few clouds
219,Mount Isa,AU,2021-10-01 18:31:21,-20.7333,139.5,60.57,31,5,0.0,clear sky
220,Namibe,AO,2021-10-01 18:35:43,-15.1961,12.1522,62.26,80,4,9.66,clear sky
221,Upernavik,GL,2021-10-01 18:33:12,72.7868,-56.1549,33.12,98,100,16.62,snow
222,Arman,RU,2021-10-01 18:35:43,59.7,150.1667,37.45,96,100,4.81,light rain
223,Pavlovsk,RU,2021-10-01 18:35:44,50.4578,40.1081,47.12,64,4,2.68,clear sky
224,Adrar,MR,2021-10-01 18:35:44,20.5022,-10.0711,96.13,17,42,6.11,scattered clouds
225,Cockburn Town,TC,2021-10-01 18:34:19,21.4612,-71.1419,85.96,58,4,6.91,clear sky
226,Farafangana,MG,2021-10-01 18:35:44,-22.8167,47.8333,72.32,82,0,13.65,clear sky
227,Cidreira,BR,2021-10-01 18:35:45,-30.1811,-50.2056,69.28,87,100,11.43,overcast clouds
228,Sioux Lookout,CA,2021-10-01 18:35:45,50.1001,-91.917,66.58,94,90,4.61,mist
229,Hambantota,LK,2021-10-01 18:35:46,6.1241,81.1185,73.74,100,20,2.3,few clouds
230,Najran,SA,2021-10-01 18:35:46,17.4924,44.1277,83.05,24,73,4.05,broken clouds
231,Shumskiy,RU,2021-10-01 18:35:46,54.8318,99.1328,36.61,91,100,7.58,light rain
232,Camacha,PT,2021-10-01 18:33:51,33.0833,-16.3333,70.56,73,20,11.5,few clouds
233,Te Anau,NZ,2021-10-01 18:35:47,-45.4167,167.7167,43.57,88,100,2.15,light rain
234,Plettenberg Bay,ZA,2021-10-01 18:35:47,-34.0527,23.3716,58.69,90,100,6.13,light rain
235,Elko,US,2021-10-01 18:35:47,41.0002,-115.5012,63.73,22,11,5.99,few clouds
236,Karasjok,NO,2021-10-01 18:33:14,69.4719,25.5112,44.71,87,100,11.79,overcast clouds
237,Ponta Do Sol,PT,2021-10-01 18:32:21,32.6667,-17.1,75.13,68,3,6.13,clear sky
238,Nazca,PE,2021-10-01 18:35:48,-14.8333,-74.95,84.58,32,0,9.33,clear sky
239,Galesong,ID,2021-10-01 18:35:48,-5.3166,119.3661,75.22,76,100,6.2,overcast clouds
240,Dembi Dolo,ET,2021-10-01 18:35:49,8.5333,34.8,58.33,93,100,3.71,overcast clouds
241,Ancud,CL,2021-10-01 18:35:49,-41.8697,-73.8203,45.93,88,100,22.57,light rain
242,Tual,ID,2021-10-01 18:35:49,-5.6667,132.75,81.01,79,99,11.74,overcast clouds
